bathrooms,bedrooms,condition,floors,grade,id,Price,sqft_above,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,yr_renovated
2,5,3,2,9,A6025,635000,3110,0,3110,6621,0,2006,0
1,4,3,2,8,A6026,920000,1660,190,1850,3600,0,1929,0
1,3,4,1,7,A6027,500000,1190,380,1570,8530,0,1983,0
1,2,3,1,6,A6028,263500,750,0,750,4515,0,1942,0
2,4,4,2,10,A6029,975000,2240,0,2240,9990,0,1967,0
2,3,3,2,8,A6030,575000,1870,0,1870,3485,0,2001,0
2,4,4,2,9,A6031,822000,2683,0,2683,40386,0,1987,0
1,3,3,1,7,A6032,300000,1490,0,1490,7200,0,1954,0
2,4,3,2,8,A6033,487600,2340,0,2340,12080,0,1999,0
2,4,3,1,7,A6034,500000,850,850,1700,8640,0,1955,2010
2,2,3,3,9,A6035,680000,1450,0,1450,989,0,2014,0
2,3,3,2,9,A6036,419000,3310,0,3310,21096,0,2004,0
1,4,3,1,6,A6037,450000,1520,0,1520,5250,0,1949,0
1,5,3,1.5,7,A6038,650000,1260,0,1260,4500,0,1926,0
1,3,4,1,8,A6039,550000,1840,0,1840,8086,0,1964,0
2,4,4,1,6,A6040,330000,1070,680,1750,5202,0,1942,0
1,4,4,1.5,6,A6041,282510,1450,0,1450,32234,0,1932,0
4,4,3,2,13,A6042,2390000,4900,1430,6330,13296,0,2000,0
2,2,3,1,7,A6043,230000,1020,240,1260,10200,0,1983,0
1,4,3,2,8,A6044,750000,2100,0,2100,6613,0,1909,2004
2,4,3,2,8,A6045,321000,2430,0,2430,5366,0,2002,0
3,4,5,2,10,A6046,2200000,3350,900,4250,18000,0,1980,0
2,4,3,1,7,A6047,245000,1370,460,1830,10416,0,1958,0
1,2,3,1,6,A6048,510000,1310,0,1310,4000,0,1913,0
3,4,3,2,9,A6049,751000,2370,720,3090,9571,0,2004,0
2,4,4,2,9,A6050,675000,2560,0,2560,36601,0,1987,0
1,3,3,1,8,A6051,295000,1930,0,1930,13350,0,1967,0
1,2,2,1,7,A6052,312000,1260,200,1460,6000,0,1925,0
3,3,3,2,9,A6053,730000,2560,900,3460,13129,0,1988,0
3,5,3,2,9,A6054,762500,2670,620,3290,5880,0,2005,0
1,3,3,1.5,6,A6055,150000,820,0,820,7680,0,1910,0
1,3,3,1,6,A6056,270000,760,720,1480,7374,0,1954,0
2,4,4,1,7,A6057,400000,1420,0,1420,9301,0,1963,0
2,3,3,2,8,A6058,650000,2790,0,2790,6720,0,2002,0
1,2,4,1,8,A6059,530000,970,420,1390,5000,0,1954,0
1,3,4,1,7,A6060,248000,950,0,950,9400,0,1954,0
3,4,5,1,7,A6061,760000,1780,1220,3000,5300,0,1949,0
1,4,3,1.5,7,A6062,199000,1280,0,1280,10521,0,1960,0
1,2,3,1,7,A6063,240000,870,0,870,8400,0,1960,0
1,3,3,2,7,A6064,415000,1360,0,1360,1795,0,1945,0
1,3,3,1,7,A6065,228000,1000,0,1000,16376,0,1959,0
2,4,3,1,8,A6066,525000,1980,760,2740,12106,0,1992,0
1,3,4,1,7,A6067,399950,810,750,1560,5223,0,1940,0
2,4,3,2,9,A6068,781000,2590,0,2590,8571,0,1988,0
2,3,3,2.5,9,A6069,827000,1560,290,1850,1330,0,2004,0
2,5,4,1.5,7,A6070,525000,2500,0,2500,8621,0,1968,0
2,4,3,2,7,A6071,671300,3280,0,3280,5232,0,2004,0
1,2,3,1,5,A6072,175000,670,0,670,2378,0,1919,0
2,5,4,1,10,A6073,1100000,2150,740,2890,22547,0,1963,0
2,5,3,1,8,A6074,800000,1500,1500,3000,10560,0,1966,0
2,4,3,2,7,A6075,329950,1920,0,1920,4600,0,2002,0
3,4,3,2,7,A6076,445000,1960,0,1960,7200,0,1979,0
1,3,3,1,7,A6077,237000,1140,860,2000,12208,0,1979,0
4,6,3,2,9,A6078,1110000,2610,990,3600,6224,0,1945,2006
2,4,3,2,9,A6079,438900,2740,0,2740,5700,0,2006,0
4,9,3,2,8,A6080,1280000,2530,1120,3650,5000,0,1915,2010
2,4,3,2,8,A6081,600000,2310,0,2310,3866,0,2005,0
2,4,3,2,9,A6082,670000,2095,0,2095,4569,0,2002,0
2,2,3,1,8,A6083,519000,1560,0,1560,4823,0,2004,0
2,3,3,1,8,A6084,320000,1390,490,1880,7350,0,1984,0
1,2,3,2,7,A6085,270000,840,0,840,867,0,2005,0
2,3,3,2,9,A6086,1000000,2730,0,2730,5832,0,1998,0
1,1,3,1,6,A6087,330000,860,0,860,4800,0,1907,0
2,3,3,1,7,A6088,657500,1510,810,2320,10960,0,1956,0
1,3,3,1,7,A6089,450000,1540,0,1540,61419,0,1967,0
1,3,3,1.5,5,A6090,150000,890,0,890,6488,0,1928,0
2,4,3,2,10,A6091,792500,4290,0,4290,175421,0,2004,0
2,3,4,2,9,A6092,540000,1950,0,1950,13227,0,1978,0
1,3,4,1,7,A6093,229900,1010,0,1010,8848,0,1968,0
2,4,3,2,8,A6094,533000,2830,0,2830,6536,0,2003,0
1,4,4,1,7,A6095,239000,1000,500,1500,12560,0,1977,0
2,3,3,1,10,A6096,713900,3370,0,3370,167706,0,2000,0
2,4,3,2,9,A6097,427500,3160,0,3160,8726,0,1999,0
1,3,4,1.5,7,A6098,302000,1110,0,1110,7000,0,1955,0
2,3,3,2,11,A6099,1150000,3830,0,3830,48743,0,1991,0
2,3,3,2,8,A6100,555000,2650,510,3160,4270,0,2006,0
2,3,3,2,7,A6101,495000,2100,0,2100,3000,0,1996,0
1,3,3,1,7,A6102,495000,2240,0,2240,13288,0,1953,0
0,2,5,1,6,A6103,340000,560,500,1060,48292,1,1947,0
2,4,4,1,9,A6104,464950,2350,0,2350,36116,0,1983,0
2,4,3,2,8,A6105,320000,1940,0,1940,7040,0,1998,0
1,1,3,1,7,A6106,440000,1160,0,1160,64469,0,2009,0
1,3,5,2,8,A6107,686000,1840,0,1840,9990,0,1961,0
1,4,3,1,8,A6108,555000,1620,640,2260,11000,0,1976,0
1,2,4,1,6,A6109,361500,840,0,840,3860,0,1909,0
3,5,3,2,9,A6110,1240000,2460,370,2830,7500,0,1923,0
1,4,4,1,6,A6111,154950,1600,0,1600,10183,0,1966,0
1,3,3,1,7,A6112,247200,1370,0,1370,8719,0,1982,0
2,3,3,1,7,A6113,250000,1490,470,1960,7414,0,1984,0
1,3,4,2,7,A6114,590300,1470,0,1470,7200,0,1907,0
2,5,4,1,8,A6115,541125,1370,1370,2740,8426,0,1960,0
2,2,3,2,7,A6116,310000,1090,0,1090,923,0,2004,0
2,4,3,1,8,A6117,704111,1680,780,2460,9520,0,1976,0
2,3,4,1,7,A6118,277500,1820,0,1820,19602,0,1964,0
2,4,5,1,7,A6119,325000,980,980,1960,8937,0,1954,0
2,3,3,2,7,A6120,289200,1760,0,1760,7023,0,1995,0
1,1,4,1,6,A6121,185000,720,0,720,5000,0,1908,0
3,4,3,2,11,A6122,1450000,2500,970,3470,8580,0,2007,0
2,4,2,1,7,A6123,420550,1370,0,1370,8100,0,1947,0
2,4,3,1,8,A6124,603000,1550,820,2370,11310,0,1968,0
1,3,3,1.5,7,A6125,345000,1230,160,1390,2640,0,1903,0
2,3,5,1,7,A6126,650000,920,920,1840,3075,0,1928,0
3,5,5,1,7,A6127,589950,1500,1290,2790,19439,0,1973,0
2,2,3,2,8,A6128,309950,1460,0,1460,1607,0,2007,0
2,3,4,1.5,9,A6129,775000,2620,0,2620,241200,0,1998,0
1,4,3,1.5,7,A6130,590000,1330,900,2230,5109,0,1918,0
3,4,3,2.5,8,A6131,863500,2420,830,3250,2760,0,1905,2007
1,3,3,1,7,A6132,517500,1190,0,1190,7000,0,1943,0
3,3,5,1.5,7,A6133,700000,1290,800,2090,7440,0,1922,0
2,3,3,1,10,A6134,699000,2090,490,2580,8154,0,1956,1997
2,3,3,2,7,A6135,350000,1690,410,2100,3574,0,2005,0
2,4,3,2,10,A6136,795000,3160,0,3160,16564,0,1987,0
2,3,3,1,7,A6137,543000,1360,730,2090,7640,0,1962,2014
2,3,3,2,7,A6138,325000,1570,0,1570,3143,0,2001,0
1,3,3,1.5,7,A6139,337500,1020,0,1020,6000,0,1900,0
1,2,4,1,7,A6140,425000,1300,0,1300,11080,0,1955,0
2,3,3,1,9,A6141,780000,2110,0,2110,9773,0,1986,0
1,2,4,1,5,A6142,259000,1210,0,1210,17389,0,1948,0
1,4,4,1,8,A6143,524400,1850,140,1990,12950,0,1968,0
2,3,3,1,7,A6144,260000,1630,0,1630,8018,0,2003,0
2,2,3,2,7,A6145,273000,1384,0,1384,1822,0,1990,0
2,4,3,2,10,A6146,639900,3380,0,3380,75794,0,1997,0
2,4,3,2,10,A6147,420000,2480,0,2480,8626,0,2001,0
1,3,4,1,7,A6148,510500,1270,0,1270,8000,0,1957,0
1,4,3,1.5,6,A6149,290000,1010,0,1010,7200,0,1947,0
1,3,4,1,6,A6150,226000,990,500,1490,6269,0,1944,0
1,2,4,1,6,A6151,300000,820,0,820,3844,0,1916,0
2,3,3,1,7,A6152,407450,1810,0,1810,10860,0,1967,0
2,4,3,1,7,A6153,390000,1530,1530,3060,7920,0,1965,0
2,6,3,1,8,A6154,1060000,2130,850,2980,20000,0,1965,0
2,3,3,2,11,A6155,610000,3440,0,3440,18167,0,1991,0
2,3,3,1,7,A6156,239975,1220,600,1820,7242,0,1959,0
2,3,3,1,7,A6157,375000,1480,840,2320,5760,0,1987,0
2,4,3,2,9,A6158,742500,2620,0,2620,4400,0,2004,0
1,4,4,1,8,A6159,450000,2020,170,2190,11625,0,1956,0
2,3,3,1,8,A6160,300000,1780,0,1780,10395,0,1967,0
1,3,3,1,7,A6161,216600,1240,960,2200,7700,0,1975,0
1,3,3,1.5,7,A6162,525000,1600,0,1600,6120,0,1924,0
2,4,4,1,8,A6163,455000,1650,800,2450,21000,0,1954,0
2,4,3,2,8,A6164,390000,2680,0,2680,35218,0,1986,0
1,3,4,1,7,A6165,450000,880,970,1850,8667,0,1982,0
1,4,3,1.5,7,A6166,382000,1740,0,1740,4400,0,1924,0
2,3,4,1,7,A6167,287000,1170,320,1490,9600,0,1987,0
2,4,2,1,8,A6168,460000,1960,0,1960,190357,0,1971,0
2,3,3,2,7,A6169,435000,1380,0,1380,3015,0,2009,0
1,2,3,1.5,8,A6170,575000,1310,200,1510,4032,0,1935,0
1,3,3,1,7,A6171,626700,1410,0,1410,3600,0,1906,0
1,4,3,1.5,7,A6172,352000,1440,0,1440,8680,0,1922,0
1,3,4,1,7,A6173,650000,920,0,920,6750,0,1951,0
1,3,4,1,7,A6174,197000,1090,0,1090,17630,0,1962,0
2,8,3,1,7,A6175,340000,1470,1320,2790,6695,0,1977,0
2,3,3,1,7,A6176,560000,1840,0,1840,14985,0,1968,0
1,3,3,1,7,A6177,354000,1340,0,1340,6300,0,1972,0
2,4,3,2,9,A6178,670000,2570,0,2570,9086,0,1999,0
3,4,3,2,9,A6179,769000,3010,0,3010,6202,0,2005,0
2,4,3,1,7,A6180,650000,1080,1080,2160,3139,0,1940,0
1,3,3,1,7,A6181,650000,1290,850,2140,9484,0,1953,0
1,4,4,1,7,A6182,289950,1050,1040,2090,7416,0,1970,0
1,3,4,1,7,A6183,300000,1240,570,1810,21138,0,1977,0
1,4,5,1,7,A6184,471000,1070,690,1760,5750,0,1962,0
2,4,3,2,9,A6185,639000,2500,0,2500,8540,0,1990,0
1,2,3,1,7,A6186,287000,930,0,930,6900,0,1952,0
2,4,3,2,10,A6187,740000,3030,0,3030,8335,0,1992,0
2,3,4,1,7,A6188,499922,940,520,1460,3000,0,1990,0
2,4,3,2,9,A6189,675000,2940,0,2940,14071,0,1986,0
2,5,3,2,9,A6190,738515,3360,0,3360,9200,0,2014,0
1,3,3,1,8,A6191,445000,1210,900,2110,4800,0,1956,0
2,4,5,1,10,A6192,1040000,1980,760,2740,11343,0,1953,0
1,2,4,1,7,A6193,346000,880,190,1070,2196,0,1917,0
2,3,3,2,7,A6194,450000,1180,500,1680,4886,0,1940,0
2,4,4,1,9,A6195,350000,2260,0,2260,13755,0,1975,0
3,4,5,2,10,A6196,2400000,3690,2170,5860,7200,0,1907,0
2,4,3,1,8,A6197,594950,2380,0,2380,35008,0,1977,0
3,5,3,2,9,A6198,1700000,3320,0,3320,5354,0,2004,0
1,2,4,1.5,7,A6199,219000,1050,0,1050,9000,0,1984,0
2,4,3,2,7,A6200,450000,2070,0,2070,3982,0,2004,0
2,4,3,2,7,A6201,402000,1790,0,1790,7311,0,1992,0
1,2,3,1,6,A6202,275000,840,0,840,4000,0,1942,0
1,3,5,1,7,A6203,421500,990,0,990,4500,0,1948,0
3,3,3,2,9,A6204,560000,3180,940,4120,60392,0,1994,0
1,3,4,1,7,A6205,314000,1620,0,1620,9600,0,1966,0
2,4,4,1,7,A6206,287000,1340,0,1340,8190,0,1942,0
1,4,3,1.5,6,A6207,277000,1500,0,1500,5750,0,1925,0
1,2,3,1,7,A6208,337500,1300,0,1300,6731,0,1950,0
2,4,3,2,10,A6209,792000,3100,0,3100,10245,0,1999,0
2,3,3,2,8,A6210,435000,2200,1180,3380,7074,0,1999,0
2,4,4,1,7,A6211,313100,1450,1210,2660,9030,0,1977,0
2,3,3,1.5,7,A6212,575000,1100,600,1700,3333,0,1924,0
2,4,3,1,8,A6213,510000,1240,600,1840,7800,0,1972,0
1,2,4,1,6,A6214,299950,890,0,890,5200,0,1941,0
3,3,3,1,9,A6215,1030000,1580,1220,2800,5800,0,1953,2010
1,4,4,1,7,A6216,364000,1340,670,2010,8625,0,1957,0
1,3,5,1,7,A6217,335000,1380,0,1380,7470,0,1965,0
1,3,3,1,6,A6218,219950,1210,0,1210,8000,0,1954,0
2,3,3,1,7,A6219,215000,1280,0,1280,6994,0,1991,0
2,4,4,2,8,A6220,640000,3670,420,4090,215186,0,1979,0
1,3,3,1,7,A6221,535000,1180,400,1580,6300,0,1925,0
2,4,4,1,7,A6222,253000,1140,770,1910,7826,0,1973,0
2,2,3,2,8,A6223,650000,1210,530,1740,2500,0,1994,0
2,3,4,1.5,8,A6224,672000,1130,0,1130,4445,0,1930,0
1,3,4,1,8,A6225,606000,1130,840,1970,8540,0,1950,0
2,3,3,1,8,A6226,292000,1280,500,1780,9720,0,1981,0
2,3,3,1,8,A6227,289950,1670,0,1670,7757,0,1992,0
1,4,4,1,7,A6228,257500,1360,0,1360,9323,0,1968,0
2,3,3,1,7,A6229,380000,1290,550,1840,6985,0,1971,0
1,3,3,3,8,A6230,360000,1255,0,1255,1113,0,2010,0
1,3,4,1,7,A6231,269500,1240,600,1840,7412,0,1976,0
2,4,3,2,9,A6232,449000,2960,0,2960,6031,0,2005,0
1,4,3,1.5,7,A6233,375000,1430,0,1430,7232,0,1948,0
4,5,3,2,11,A6234,2200000,4050,1940,5990,10450,1,2002,0
2,4,3,2,11,A6235,810000,3480,0,3480,59242,0,1988,0
3,5,3,2,10,A6236,994000,4260,0,4260,7861,0,2005,0
2,5,4,1,7,A6237,275000,1080,740,1820,10500,0,1979,0
1,2,3,2,7,A6238,300000,1290,0,1290,2482,0,2008,0
2,5,3,2,7,A6239,380000,2130,0,2130,8428,0,2013,0
2,3,4,1,7,A6240,200000,1170,0,1170,10051,0,1957,0
3,3,3,3,9,A6241,635000,1350,380,1730,1349,0,2009,0
1,2,3,1,6,A6242,280000,880,0,880,5750,0,1939,0
2,3,3,2,8,A6243,574000,2380,0,2380,6832,0,2002,0
1,4,3,1,6,A6244,1050000,1330,0,1330,9729,0,1952,0
2,3,3,2,8,A6245,545000,1780,0,1780,191228,0,1988,0
1,3,4,1,7,A6246,271950,1220,0,1220,8400,0,1962,0
1,5,4,1,8,A6247,630000,1540,950,2490,24969,0,1959,0
1,2,3,1,7,A6248,400000,1180,0,1180,10800,0,1984,0
2,4,3,2,8,A6249,334000,2310,0,2310,6200,0,1998,0
2,4,4,2,7,A6250,332500,1440,0,1440,4855,0,1972,0
1,2,3,2,9,A6251,525000,1080,540,1620,1444,0,2007,0
2,3,3,2,8,A6252,408000,2620,0,2620,8403,0,1991,0
2,4,3,2,9,A6253,846450,3710,0,3710,7491,0,2003,0
1,3,4,1,7,A6254,411100,1040,0,1040,10323,0,1958,0
3,5,4,2,8,A6255,409124,2480,840,3320,11340,0,1999,0
1,2,5,1,7,A6256,335950,800,0,800,5192,0,1951,0
2,5,4,1,7,A6257,480000,1240,800,2040,9597,0,1963,0
1,2,3,1,7,A6258,280000,980,980,1960,30144,0,1957,0
2,4,3,2,8,A6259,668000,2670,0,2670,4410,0,1999,0
2,4,3,2,8,A6260,750000,2930,0,2930,8641,0,2010,0
1,2,3,1,6,A6261,394475,830,0,830,4000,0,1955,0
1,5,3,2,7,A6262,848000,1980,310,2290,4320,0,1928,0
1,3,4,2.5,8,A6263,675000,2510,0,2510,3600,0,1907,0
1,3,4,1,6,A6264,175000,1280,0,1280,7572,0,1958,0
1,4,3,1,8,A6265,560000,1350,460,1810,6000,0,1952,0
2,5,3,2,8,A6266,538888,2080,0,2080,13189,0,1987,0
1,4,3,2,8,A6267,359000,1680,0,1680,9244,0,1991,0
2,3,3,2,7,A6268,300000,1660,0,1660,5128,0,2001,0
2,3,4,2,7,A6269,273000,1650,0,1650,5994,0,1989,0
2,3,3,2,9,A6270,670000,1280,140,1420,1438,0,2003,0
2,4,3,1,8,A6271,530000,1740,500,2240,8376,0,1984,0
1,3,3,1,7,A6272,625000,910,320,1230,3060,0,1927,0
1,3,4,1,6,A6273,248000,1260,0,1260,6000,0,1954,0
2,3,3,2,8,A6274,533000,2060,0,2060,4812,0,1990,0
3,4,3,1,8,A6275,549950,2190,900,3090,10510,0,1991,0
1,4,4,1,8,A6276,485000,2010,1210,3220,7392,0,1959,0
2,3,3,2,7,A6277,353500,2020,0,2020,4845,0,2001,0
1,2,3,1,9,A6278,435000,1910,0,1910,12142,0,1976,0
1,3,3,1,6,A6279,241000,1000,150,1150,10000,0,1951,0
2,4,3,1.5,8,A6280,885000,1550,1180,2730,3560,0,1921,2007
3,6,3,2.5,7,A6281,799200,2290,600,2890,2370,0,1906,0
2,3,4,1,8,A6282,760000,1490,790,2280,12746,0,1973,0
1,2,3,1,6,A6283,270000,1040,0,1040,5700,0,1922,0
1,4,4,1,9,A6284,675000,2040,400,2440,7475,0,1969,0
2,3,4,1,8,A6285,499000,1000,720,1720,5940,0,1977,0
2,3,3,1.5,10,A6286,1200000,3430,0,3430,28718,0,1984,0
2,4,3,2,8,A6287,320000,2570,0,2570,4865,0,2005,0
3,4,3,1,10,A6288,890000,2320,2040,4360,210254,0,2000,0
2,4,3,1,7,A6289,275000,1210,850,2060,7350,0,1978,0
2,4,4,2,10,A6290,490000,3020,0,3020,8302,0,1994,0
2,3,3,1.5,7,A6291,550000,1540,800,2340,4200,0,1906,0
2,5,5,1,7,A6292,390000,1210,1190,2400,9537,0,1959,0
2,3,4,1,7,A6293,277000,1110,500,1610,11920,0,1968,0
1,3,3,1,7,A6294,236000,1090,0,1090,7647,0,1994,0
1,3,4,1,7,A6295,265953,1470,0,1470,13068,0,1975,0
2,3,4,1,8,A6296,545000,1240,430,1670,6240,0,1974,0
2,3,3,2,8,A6297,535000,1850,0,1850,10109,0,1991,0
2,3,5,1,9,A6298,1450000,2140,1800,3940,9671,0,1967,0
3,4,3,2,9,A6299,490000,1920,410,2330,3497,0,2003,0
2,4,4,1.5,6,A6300,319950,2020,0,2020,7200,0,1954,0
1,3,5,1,7,A6301,625000,1300,0,1300,7200,0,1960,0
1,3,4,1,7,A6302,248000,1180,0,1180,6947,0,1968,0
1,3,3,1,8,A6303,475000,1320,0,1320,7840,0,1966,0
2,6,4,1,7,A6304,410000,1320,1200,2520,9324,0,1962,0
2,3,3,3,9,A6305,670000,1680,0,1680,2000,0,1909,1998
2,3,3,2,7,A6306,430000,2000,0,2000,35438,0,1968,2005
1,2,5,1,6,A6307,313000,1180,0,1180,4900,0,1954,0
3,3,3,2.5,9,A6308,950000,3330,0,3330,15093,0,1988,0
2,2,3,1.5,8,A6309,751750,1880,0,1880,5400,0,1902,0
2,4,3,2,9,A6310,760000,2210,780,2990,5280,0,2003,0
1,3,4,1,7,A6311,310650,1510,0,1510,12408,0,1969,0
3,4,3,2,8,A6312,367500,3110,0,3110,7231,0,1997,0
2,4,3,2,8,A6313,580000,2150,0,2150,5000,0,2001,0
2,3,3,1.5,8,A6314,580000,1200,700,1900,3960,0,1905,0
2,4,3,2,10,A6315,665000,2720,0,2720,10000,0,1987,0
2,3,4,2,7,A6316,239950,1560,0,1560,8280,0,1979,0
2,4,3,2,8,A6317,470000,1990,0,1990,30083,0,1998,0
1,3,5,1,8,A6318,733000,950,790,1740,3060,0,1930,2014
2,4,3,1,7,A6319,250000,1350,780,2130,8400,0,1962,0
1,4,5,1,7,A6320,402000,1510,0,1510,9176,0,1957,0
3,5,3,2,7,A6321,295000,1410,690,2100,5107,0,1999,0
2,5,4,1,8,A6322,355000,1560,784,2344,8000,0,1976,0
1,3,4,1,6,A6323,289000,1970,0,1970,22486,0,1968,0
2,3,3,2,7,A6324,376000,1470,0,1470,9140,0,1982,0
1,2,3,1,7,A6325,212700,940,0,940,5040,0,1926,0
1,3,4,1,9,A6326,325000,1780,0,1780,13095,0,1983,0
2,4,3,2,7,A6327,415000,2230,0,2230,5743,0,2002,0
2,3,4,1,8,A6328,935000,2400,1170,3570,15151,0,1981,0
2,3,3,2,7,A6329,372000,1920,0,1920,15260,0,1990,0
1,3,3,1,7,A6330,240000,1020,270,1290,8366,0,1957,0
1,3,5,1,7,A6331,334950,1880,0,1880,16262,0,1980,0
2,4,3,2,9,A6332,426500,2960,0,2960,4640,0,2005,0
1,2,3,1,8,A6333,430000,1300,540,1840,14874,0,1952,0
1,3,3,1,7,A6334,400000,1090,800,1890,6183,0,1967,0
2,3,4,1,7,A6335,455850,1120,700,1820,6000,0,1964,0
3,4,3,2,10,A6336,1970000,3610,760,4370,8510,0,2003,0
1,3,3,1,7,A6337,400000,1530,0,1530,10731,0,1986,0
1,3,4,1,7,A6338,397500,1030,0,1030,10480,0,1954,0
2,3,3,3,8,A6339,755000,2000,0,2000,1950,0,2005,0
1,5,3,1,7,A6340,287000,1010,720,1730,9230,0,1962,0
2,4,3,2,9,A6341,480000,3620,0,3620,16000,0,1976,0
2,3,3,2,8,A6342,490000,2040,0,2040,9622,0,1995,0
2,3,3,2,8,A6343,365000,1680,960,2640,6715,0,1991,0
2,3,3,2,7,A6344,260000,1600,0,1600,2244,0,2005,0
1,4,4,1.5,7,A6345,505000,1480,0,1480,12675,0,1929,0
1,2,3,1,7,A6346,260000,700,0,700,4800,0,1922,0
1,2,3,1,7,A6347,430000,700,0,700,4800,0,1922,0
2,4,4,2,10,A6348,905000,3520,0,3520,12193,0,1993,0
2,3,4,2,8,A6349,440000,1650,0,1650,6408,0,1977,0
1,4,3,1.5,7,A6350,439500,1360,0,1360,5500,0,1950,0
2,3,5,1,6,A6351,270000,680,670,1350,6696,0,1944,0
2,3,4,2,7,A6352,306500,1970,0,1970,6291,0,1998,0
2,3,3,2,8,A6353,380000,1310,160,1470,1656,0,2003,0
1,4,5,1,7,A6354,215000,1610,0,1610,9652,0,1969,0
1,2,3,1,7,A6355,299900,810,0,810,6150,0,1950,0
3,4,3,2,10,A6356,1450000,2820,0,2820,7809,0,1995,0
1,3,4,1.5,5,A6357,239950,1900,0,1900,33888,0,1942,0
2,4,4,1,8,A6358,494000,1540,290,1830,7345,0,1973,0
1,4,4,1,7,A6359,317500,1010,720,1730,7700,0,1963,0
2,4,4,2,7,A6360,670000,2110,0,2110,7291,0,1977,0
2,3,3,2,9,A6361,650000,3060,0,3060,7831,0,2004,0
2,4,3,2,8,A6362,852000,2620,0,2620,7328,0,1983,0
1,2,3,2,7,A6363,250000,1088,0,1088,1360,0,1983,0
1,3,4,1,7,A6364,264950,1400,0,1400,10853,0,1964,0
2,2,5,1,7,A6365,582500,1020,520,1540,6804,0,1942,0
2,3,3,2,7,A6366,384000,1300,240,1540,1564,0,1998,0
1,3,3,1.5,8,A6367,817000,1790,520,2310,3360,0,1926,0
1,4,4,1,7,A6368,320000,1730,0,1730,9520,0,1971,0
2,4,3,1,8,A6369,445800,1470,600,2070,39446,0,1977,0
1,2,3,1,7,A6370,263300,900,0,900,4500,0,1951,0
1,3,3,1,6,A6371,215000,860,0,860,6635,0,1952,0
4,5,3,1.5,7,A6372,842500,2070,910,2980,4500,0,1921,0
4,5,3,1.5,7,A6373,850000,2070,910,2980,4500,0,1921,0
2,5,3,2,7,A6374,386000,2740,0,2740,12413,0,1990,0
2,4,3,2,7,A6375,251100,1790,0,1790,5257,0,1996,0
1,3,3,1,7,A6376,435000,1330,420,1750,16748,0,1978,0
4,4,3,2,10,A6377,870000,3610,0,3610,12811,0,2000,0
1,6,3,2,7,A6378,800000,1430,0,1430,20620,0,1954,0
1,3,4,1,7,A6379,555000,1570,0,1570,15500,0,1968,0
1,2,3,2,7,A6380,280000,2280,0,2280,37500,0,1932,0
1,3,3,1,6,A6381,356000,940,0,940,2366,0,1916,0
2,4,3,2,9,A6382,675000,2920,0,2920,6000,0,2004,0
2,4,3,2,9,A6383,605000,2260,0,2260,11900,0,1976,0
2,5,4,1.5,7,A6384,690500,1280,720,2000,4211,0,1908,0
1,2,3,1,8,A6385,437000,1440,0,1440,4225,0,2005,0
2,5,4,1.5,8,A6386,850000,2310,0,2310,13430,0,1966,0
2,4,4,1.5,7,A6387,350000,1340,960,2300,4600,0,1904,0
2,2,3,1.5,8,A6388,480000,1490,0,1490,6770,0,1926,0
2,3,3,2,8,A6389,379500,1830,0,1830,25641,0,1989,0
4,5,3,2,10,A6390,600000,4440,0,4440,9784,0,2012,0
3,4,4,2,11,A6391,1440000,3930,1040,4970,16582,0,1992,0
1,2,3,2,7,A6392,303000,840,160,1000,1075,0,2007,0
2,4,3,1,9,A6393,800000,3450,1490,4940,10037,0,1953,0
2,2,5,1.5,7,A6394,549000,1220,760,1980,6000,0,1906,0
2,3,3,1,7,A6395,324950,1210,350,1560,9600,0,1964,0
1,2,3,1,6,A6396,170000,870,0,870,6537,0,1948,0
1,3,5,1,6,A6397,178000,840,0,840,6500,0,1969,0
1,3,3,1,6,A6398,144000,1250,0,1250,8314,0,1958,0
2,4,4,1,9,A6399,1580000,1980,1140,3120,20031,0,1954,1997
1,2,3,1,6,A6400,258000,750,0,750,7000,0,1932,0
1,3,4,1,6,A6401,345000,710,0,710,5050,0,1950,0
1,3,3,1,8,A6402,470000,1620,670,2290,14800,0,1965,0
2,5,3,2,10,A6403,2900000,3750,0,3750,91681,1,1925,0
1,3,5,1,7,A6404,350000,980,0,980,7790,0,1969,0
1,2,4,1,7,A6405,225500,1590,0,1590,11276,0,1972,0
1,2,3,1,6,A6406,473000,720,220,940,4000,0,1942,0
1,3,3,1,7,A6407,279000,1150,600,1750,9623,0,1962,0
1,3,3,1,6,A6408,470000,880,580,1460,8227,0,1948,0
1,3,4,1,6,A6409,565000,770,770,1540,4800,0,1925,0
2,3,4,1,8,A6410,695000,1380,1180,2560,6800,0,1952,0
1,3,4,1,7,A6411,315000,1660,0,1660,37642,0,1991,0
2,3,3,2,8,A6412,529000,1880,0,1880,4499,0,1993,0
3,5,3,1.5,8,A6413,750000,3500,0,3500,101494,0,1967,1990
2,3,3,2,7,A6414,481500,1840,0,1840,10500,0,1993,0
2,3,3,1,7,A6415,211000,1060,0,1060,7412,0,1987,0
2,3,3,1,7,A6416,455000,1390,400,1790,7500,0,1973,0
1,2,3,1,5,A6417,238950,810,0,810,4838,0,1938,0
3,4,3,2,8,A6418,722500,1820,780,2600,5100,0,2003,0
2,4,4,1,8,A6419,795000,2000,1230,3230,19193,0,1973,0
2,4,3,2,8,A6420,327500,2240,0,2240,9600,0,1971,0
